puzzle,ans
人进山倒右边,亾
木材行,桁
米上加横竖出头,来
演说比赛,皆
花无海,每
富有穷没有里有外没有画有字没有鱼有鸟没有,田
在车后窃听和传话,辑
士兵口上占,吉
一朝改革生机盎然,萌
又坐土上,圣
刀子口上走草在水上游,菬
有钱才是真才能,财
宁丢脑袋保人格,何
工字被水淹了一半,汇
先写了一撇后写了一横,孕
人生离合爱心留,牵
做手术,刑
一点一横梁两边挂铃铛上字颠颠倒人字拉拉长,定
一掌把三人打上天,揍
马沾男儿半边俊,骏
先写十一点再写点十一,幸
颠沛流离终归家,闹
旁边有棵树一不留神撞伤了嘴,梀
仨人好好站两田往里挤,僵
人人做主,往
世上有一字半月才写完,胖
巨石压双虫,螶
刀口对准耳朵,邵
大牛小犊一齐来,牲
意思是在草的右边其实看上去是在草的下面,若
广场里有一个一寸高的人,府
后悔莫及欲说无言,悦
丁字头不猜一,宁
锯木机,几
秋后不必用羽扇,炉
一点一横长口字在中央大口一张嘴几字往里藏,亮
纵横江东不偏不倚,正
高高一举头在上框内一口变成几,亮
来字两眼儿被刺瞎,未
草盖父之光芒,茭
盆中,刀
两把叉,爻
别看土堆儿小风来到处跑,尘
有马能行千里有水能养鱼虾有人不是你我有土能种庄稼,也
头球射进门,闰
梦中夕阳下女子倩影留,婪
一头大来一头小末端锐利最为妙,尖
八个口减五个口,品
两刀靠一起模样却不一一位青铜器一位裹白衣,划
山下推土建厂,崖
几多虚业尽成空,虎
弟弟站在树旁边,梯
一众妇女吵架,哆
水边树映影,淋
虽说一年十二月此时却只剩一月,脌
菜地要锄草,采
上也不是下也不是,卡
苦难之中有人帮,休
菜田除草要提前,播
舌尖上的美玉,国
旧车一一被淘汰,申
千古文化纵横,敌
壮士穿新衣,装
千里相连皎月突现,腫
才进门去,闭
高尖端,京
二十一日酉时生,醋
背上背个药包包,方
决赛前后人争先,资
大嘴对小嘴一线将其穿,串
姑娘反对不正之风,妪
七个人,化
一根会走路的萝卜,赴
山上有一兵断了两条腿,岳
横山桥下又一人,侵
一人靠一人,从
娘子带着女儿回娘家过桥时女儿掉进了河里,浪
明月不见,日
村前寨后转一天,楂
俩人不对整整仨月腰别小刀不让人知,偷
头在海里游泳尾在天上发光,鲁
两座山上面有一具尸体,屈
水中捞月吃苦头,湖
节前动手术,荆
泱泱流水月分明,映
空雷无雨,田
一人拉头牛,件
牛牛多了两条腿,朱
码头岸上巧相遇,岩
带着刀的歹徒,列
我将埋头做贡献,野
老人将放在盒子里的宝刀偷天换日,者
石头堆在七把刀旁,砌
中年服,装
小小老鼠路边逛猫儿在后却未吃,瞎
来一白狗众人远走,臭
一毛两个两个一毛,笔
一虫十八斤,蜥
残暗各一半,殙
前程还靠党中央,和
眼睛底儿长头上春草长,苴
隐约似见马牛羊,朱
要节育,腰
男子胃里有女人心里无,田
乍看有一人数数上万千,亿
西装一套做应酬,州
算卦的人,仆
四方团结全力以赴,男
王家路口一道弯四个小鳖往里钻,馬
伸出手深不见水,探
蛋去虫上踩月,胥
半边甜半边辣,辞
金蛇云下舞,运
子曰少一横,了
双十一又一豆,芆
三尺强弩左右开,粥
一点一横长两点一横底下藏,立
添子固然好还是少生妙,女
三山叠罗汉两山底出头,芔
穿梭在云层的鸟人,会
大口吞小口十字口上走,固
土儿树边靠草往头上跑,荰
一个五分五分一个,笔
月儿并肩走头上顶座山,崩
远离闹市归隐森林,闲
报销一半,捎
八个蚂蚁抬棍棍一个蚂蚁棍上困,六
一半饺子一半玫瑰,效
湖水干涸月影无,古
穿了皮衣的女人站在水边,婆
回扣钱,圆
小羊手握羊肉串羊角却丢了,拜
怕一半钓一半,的
春寒之后到高桥,枣
站一半坐一半,垃
三滴水儿站一旁口儿在右倒一方,汇
倾心前程须回首,颖
勤出力方得食,谨
林中夕阳渐落下,梦
自来水暂断一天,渐
此女爱食米被米压在底,娄
狗在洞中,突
小小弓儿面对面中间小米乐如仙,粥
九溪纵横通八方,染
狗身上长跳骚,独
寺左双人,待
横看直看皆一样,田
無个好人,孬
力大无穷推不走半边皎月依旧留,脇
百人合戴一顶帽,宿
花下分别人呆立,葆
两个小人叠一起一条狼狗左边倚,狳
厂小怕有变化,愿
重山叠嶂月从旁出,胐
喝水口倒干,洁
古代的女子,姑
产后须进补,颜
翠羽惊飞上碧空,碎
二人分庭坐江东甜言蜜语你我侬,诬
方字脸八字胡樱桃小嘴惹人妒,囧
大水之后见丹心,汰
半个月亮爬上来改变不了圆姿态,胖
雾中杏参差,格
天一半地一半,他
将军提锄头,挥
虽是耳朵却不一样,耶
太阳高高挂木头中间插,果
两土供一田,埋
取消竞赛成绩,皆
暑期前后在一起,明
犬中之王,狂
似可非可,叮
丝丝柳影云天下,参
被框起来的田,画
中秋刮风吹走了火柱,和
诚实无话可说,成
一手提刀架口上,招
万元户戴草帽脑袋冒汗,芳
刀刃撒上五滴水一把砍在木头上,梁
左边少点水右边尽是水整体遇火化成水,冰
这就是爱谁也说不清楚,吻
一高一低一头一尾一尊一卑一早一晚,卡
千金方,如
一个人四个叉,爽
一点一横长一搬到南洋城里有个人却只一寸长,府
一人看日出,但
一条狗两只口谁见它都发愁,哭
出手相助重上岗,拙
同一种竹子,筒
今后安心读好书,念
日落牵挂心上人,恩
昆明雨,比
个个参加劳动,竿
负离子发生器,孟
学字当头增见识,觉
耳边有个人,你
大口里面装小口,回
中原地区一好马,驱
人虽离休心一点不离,怵
看上十一口看下二十口猜出这个字笑得难合口,喜
明月当头归心似箭,悄
解去亵衣倚晚照,热
不得夸大一点,污
馨香几度又散失,声
志无心靠人拼,仕
刀切鱼却不离,鱽
夜入潇湘馆,梦
一字有十口,叶
秋收之后是赛一赛,秕
听其中有声音,嘶
瞎眼鸟,乌
星出日落月相随,胜
二人于月亮旁拜天地,肤
高高四层楼耸立在空中,具
两个男人坐在手推车上,撵
横竖一双筷四肢都张开,井
小小月儿也长嘴嘴儿却往头上飞,肙
刘邦闻之喜刘备闻之哭,翠
心门紧闭,闷
缺口被人堵上,尺
闹市已去人休息,闲
月儿有力爬不起春草底下轻轻依,荕
几棵树,机
秃头并,开
田上长出三根苗,畄
自己开口说自己,语
一字真奇怪写出九点来细看只三笔,九
顶着竹篮走的县令,管
湘妃枕前泪水流,箱
洞穴底下藏小羊,窯
宋朝无首草寇称王,荣
一个小矮人只有寸把高头上顶柱子慢慢摇啊摇,符
人忙三月天地暖正逢日,春
舌字无头女在左,姑
小舟挂双帆浪急隐祸灾,患
一边软如纸一边硬如铁软的做鞋穿硬的把墙磊,破
恐龙生活在竹林里,笼
去掉左边是树去掉右边也是树去掉中间还是树,彬
马进门里,闯
太阳照到耳朵边,阳
党员带头伸出援助双手,撑
两根天线口上插有心就在底下见,总
别后登前程,利
一笔不直二笔不曲三笔有直有曲数量单位却很大,亿
一口把人吞口上春草生,苬
站在谷堆边的人,俗
明月上方开了口右边鸟儿不愿走,鹃
字谜一条狗竟有四张嘴,器
三人结伴到陕西,禾
明月升空天上悬,昊
问四个人搬一根木头,杰
弟弟带着斗笠遮住了眼睛,第
云端的鬼,魂
此字生得巧两边为动物一边爱游一边爱叫,鲜
一口一个包子,咆
破帽遮颜,买
两个月亮并肩走一生一世好丽友,朋
自古以来人离不开文化,做
两个小孩戴高帽屁颠屁颠小步跑,踪
雨落在田上,雷
走出困境发展自己,杞
钱财各一半,贱
有车要人抬有人在国外,乔
二人笑呵呵,天
己见反文尾巴小,改
两口一家一匹马,骂
上面一样下面一样,琵
声声管乐绕竹生,笙
扔掉李子摘草莓,梅
四根棍子横竖交叉,井
差一点够一斤,斥
石头广场,矿
一人关入口急得直发抖下边蹬掉底上边顶出头,内
说话过火愈演愈烈,谈
三日相连一家有六口二十在中间能听八首曲一共上下穿,典
老翁无翼言在旁,讼
两月一起行,朋
君子站在羊边上,群
立在冏上,商
山下有快石,岩
鹰鸟飞去一点不见,雁
二人同房喜开天窗,肉
开字顶两点左手分外粘,拼
烈日当头照热却不流汗,执
耒阳来的小毛贼,耗
听说读写耳眼心口,聪
古月在水中,湖
勿念甘苦到白头,甜
游闹市到街心,闺
去一半来一半,未
点落在万字上小人站一旁,仿
一只长着四张嘴的公狗,器
一个长了手的萝卜,扑
三人走在日头上,春
看看下边见上边相相右边瞧左边,目
四嘴合一头顶青草,苗
心中默念低头走,趝
三人龙舟竞渡,巡
刚娶过门的妻子跟人跑了,趣
刚要说却把话埋在心里,悦
有人当官无人当兵,士
洒家一人开怀饮,酒
枕头一对放炕头,焚
减四余二减二余四,园
一人一口加一鸟,鸽
夕阳西下一曲离人调,曹
竹筏正过江,汪
月上柳梢她去也,委
小小牙儿左边站挂个耳朵非正汉,邪
白白手儿一见面突然一下打起来,拍
死鬼站在树旁边,槐
跳蚤围着大米转,糔
半里路,略
九一八直记心怀,杂
小改革带来大变化,灯
在家中排行第二的女孩子,姿
单双数字位中央,五
十口之家均为女相互拥挤窝草下,菇
溪边少女巧打扮,娑
刀刃削月亮独留半边月,肕
上面一对竹下面一撮毛,笔
三个重点放一起,金
明知有病还迷恋,痴
宁生裙钗无男儿,安
脱贫之后心相依,岔
走路数我最内行,衙
水木相接风景好小小太监身边靠,淞
双方前功尽弃,咖
月亮上画把叉,有
十字路口嫦娥路边走,胡
拄着拐杖头顶棍子的太史大人,使
党员高尚处处体现,口
只有多情流水伴人行,泮
秀才割水稻,乃
到哪都有人相伴,倒
工人团结紧紧跟党中央,吴
左右五人,伍
山外有人,示
疏林半隐谈书声,梳
别惊心且莫忧心,就
工字楼,王
一人挤在一寸大的月亮中,胕
门内两堆土,闺
盖下取长耳,冣
一点一横长口字在中央大口不封口小口里面藏,高
男女相亲细细语,诃
一字改二字二字改土字土字扛一根棍日字追上问耳朵才来了顺手就一棍,都
重九再相会,林
口中吐真才,团
打开窗户见月明,盟
左边小两口右边小两口中间隔一页相互不打扰,嚻
班前班后比团结,琵
白断开,臼
执着滴下四滴水,热
张口吃自己,咱
垂泪放低声,湄
一口在上木字在下莫把呆字猜,果
一个小兵没有腿独有一只右耳朵,邱
像曲不是曲长了两条腿,典
三八拔河组,接
兔子身上少一点,免
小六两腿相交叉右边小刀身上挂,刘
正生病了,症
顶上两张口底边几字走,咒
立嫡以长不以贤,竞
长安城边的月亮,胀
应带头露一手,扩
一座亭子一个人,停
双燕落堤前,坐
伯牙载舟听雨声,逾
一点一横长一撇到南洋十字对十字太阳对月亮,庙
猜字谜拔草,早
头顶云天脚踏大地,工
情系西湖心飘渺,清
春无日少一横,夫
两山紧相接不把出字猜,击
戴着草帽的康熙,蒂
三鱼卧钩起新声,心
呱呱落地的孩子不会张口说话,孤
大熊还房贷被迫卖熊掌,能
内行人下基层,贝
土下人民币,幸
巨书犹存著者亡,苣
台上献丑在眼前,眸
蜡笔小新的狗狗在厂里面,原
种草浇水干在前头,萍
一墙之隔太阳找不到里面,量
从古至今君臣均爱小酌一口,酒
古稀之年恋垂钓,轧
十人坐在房间内,闲
山的下面跟踪无足迹,崇
一直心向党中央,忠
以舌取水,活
二人世界也不安恩爱也要打破天,夫
立在里头,童
天气又冷了一点,泠
翻土,干
人在云端漫步,会
一边大来一边小一个爱跑一个爱跳,骚
十厘米,粉
比刁钻还要多一点,习
无尾羊过河,羔
壮汉怕老婆竟然躲在草丛下,荘
三水同时涌,淼
在草丛中办事,苏
二人牵手是夫妻,从
耳边犹听杜鹃鸣,阴
观赏鱼游入北京市政府,鲸
尸体下的十张嘴,居
两个十八岁的小姑娘坐在广场的石头上,磨
两个太阳一张嘴,唱
牛年伊始贴春联,彬
河谷之中不可行,浴
怨字无心鸟飞来,鸳
干到白头人退休,杵
在坑里燃起大火,炕
挖掉苦根翻了身,卉
小六巧用日当头宝盖去点顶上走,冥
井底捞月静悄悄月亮捞上左边靠,肼
两滴水也要争,净
把工资贡献出来,次
松下老翁垂钓钩,札
大王分房总共四床,噩
人家帘幕垂,扉
浊浪排空晨日出,蜃
大人无畏囚禁低姿态慈悲心,恩
天下归心四方统一,因
岁首逢人皆神气,仙
田里种禾苗田外长野草,菌
车胎少了气,轭
手无寸铁空欢喜,控
姑娘投奔意中人,姻
门开着人已去心还在,闷
牛头虎尾紧相接牛儿始终最打眼,先
一颗巴豆从鸡爪上滑下来,爬
开始变动,井
饮料免费尝口水流两行,馋
天月,胃
搬走东西见全貌,舰
被四张口压扁的木头,噪
街边行走解闷散心,闺
没有底的盒却有一个竹盖子,答
无角牛,午
朋友半月不见了,有
女排出手便告捷,婕
一个闲人天地间,仝
遇座让坐站一边,店
悲喜交加,泺
浊水排除清水流,蜻
一人独自亲小嘴,仫
贝壳张嘴,呗
可得分,叮
独桅孤灯船倒影,卡
山上有小丘,岳
此女有一嘴,如
煲好的汤却将水撒土里了,场
左说右道,誩
杜鹃鸣后水田齐,渭
三把刀架在月亮之上,脅
有人带个草帽申请砍他一条手但他还有两个胳膊两条腿,茶
张口伸手私自当头,抬
嘴巴下面挂毛巾,吊
轿车开出到村旁,桥
沈水右边移换汤不换药,沊
一口含十口水在旁边流,涸
竹篮竹子编月亮在旁边,膀
二十四小时莫当日,旦
秋岩半隐日西沉,秽
消除水患一方安定,哨
老公公穿件羽绒服,翁
最好的马,玛
火烧木底,杰
太阳的儿孑,星
向左一直去花前来相会,苟
后羿射下七个太阳,晶
出门无话不说,阅
王戴帽,全
心系天下寸丹心,态
征人一去不见归,歪
王子和白雪公主坐在石头上,碧
东楼少女去西湖,糊
寒星点点去一马奔驰来,骞
两人行得正,征
蝴蝶鸳鸯不分飞,鸾
两人出去四点回来,雨
搂头隐约显秋色,镂
八一六十载,亲
七一直抵花城,库
十三大改革之会团结之会,奉
十一双方皆怀念,喜
文昭关选段,音
五一厂里放影片,彦
五一前夕何宽松,衙
人生上下集,佧
阿里山小吃,饴
爱将余热献光明,熹
爱心几度付流水,沉
爱心寄与笔底情,写
爱友别离又相聚,受
安敢裙钗换男装,宁
安危抛脑后,脆
安下心来读书,今
安心度日,宴
安心平凡工作,恐
安心只为翻了身,总
安阳风光,京
安阳会子,鼹
安阳即景,京
岸,滂
八尺龙头,咫
八尺龙须,荨
八达岭,兵
八方归心,总
八方援助受灾人,熔
八方支援前线,织
八哥,兑
八哥的传说,言
八哥偏心,悦
八哥守门,阅
八哥学舌,说
八卦山之春,根
八角楼旁水相连,淞
八戒大怒,氦
八戒行者随长老,狮
八君子,羌
八骏随天子,玛
八连战士,丘
八千子弟兵,翠
八声甘州,箫
八一纪念,艽
八一南昌迎朝阳,旭
八一起义军旗飘,郊
八一下加二,兰
八月二十三聚会,期
八月十五,钟
八月天气帝王相,朕
八月珠桥江水流,腔
八字桥头水平流,兴
巴山夜雨涨秋池,洲
巴蜀乡音,训
跋前序后,政
白帆半挂依疏柳,棉
白帆一片桅边悬,棉
白鸡,酝
白马河边,浒
白前当归木耳,香
白日依山尽,谟
白首逢春又一年,秽
白首同归,伺
白首偕老同心结,恬
白首雄心向未来,侏
白首一先生,百
白头掉尾格,舌
白头到老记前情,恬
